Date,Open,High,Low,Close,Volume
2020-01-01 01:00:00,0.017954,0.018145,0.01792,0.018021,206.34489969
2020-01-01 05:00:00,0.01802,0.018087,0.018009,0.01807,159.53660598
2020-01-01 09:00:00,0.018068,0.018236,0.01806,0.018165,187.60948835
2020-01-01 13:00:00,0.018165,0.018295,0.018158,0.018253,218.93127048
2020-01-01 17:00:00,0.018257,0.018356,0.018201,0.018244,212.38313457
2020-01-01 21:00:00,0.018245,0.018295,0.01805,0.01815,269.75056593
2020-01-02 01:00:00,0.018152,0.018156,0.01801,0.01811,203.61154585
2020-01-02 05:00:00,0.018109,0.018193,0.018078,0.018181,160.64880577
2020-01-02 09:00:00,0.018174,0.018209,0.018103,0.018139,186.51480801
2020-01-02 13:00:00,0.018146,0.01819,0.01812,0.018173,204.33539688
2020-01-02 17:00:00,0.018174,0.018299,0.017965,0.018275,461.51105446
2020-01-02 21:00:00,0.018275,0.018319,0.018232,0.018256,226.83633857
2020-01-03 01:00:00,0.018257,0.018341,0.018224,0.018252,355.17931188
2020-01-03 05:00:00,0.018252,0.018256,0.0178,0.01789,613.52408631
2020-01-03 09:00:00,0.01789,0.018281,0.017837,0.01805,707.75509912
2020-01-03 13:00:00,0.01805,0.01822,0.018027,0.018109,322.9804128
2020-01-03 17:00:00,0.01811,0.018275,0.018037,0.01818,362.99196905
2020-01-03 21:00:00,0.018179,0.018425,0.018169,0.018297,373.38999067
2020-01-04 01:00:00,0.018298,0.01836,0.018171,0.018188,210.8833954
2020-01-04 05:00:00,0.018183,0.018268,0.018169,0.018228,185.39437289
2020-01-04 09:00:00,0.018228,0.01825,0.01817,0.01823,194.70585336
2020-01-04 13:00:00,0.018231,0.01824,0.01814,0.018205,366.03082226
2020-01-04 17:00:00,0.018206,0.01836,0.018191,0.018236,416.24122065
2020-01-04 21:00:00,0.01823,0.01828,0.018212,0.018248,163.38589694
2020-01-05 01:00:00,0.018247,0.018314,0.018152,0.018211,296.62707604
2020-01-05 05:00:00,0.018214,0.018307,0.018191,0.01823,262.54010097
2020-01-05 09:00:00,0.018227,0.018253,0.01818,0.018197,279.92959602
2020-01-05 13:00:00,0.018197,0.018465,0.018186,0.01838,336.67014157
2020-01-05 17:00:00,0.01838,0.018561,0.018348,0.018533,485.00740548
2020-01-05 21:00:00,0.018534,0.018565,0.018309,0.0184,317.98915472
