Date,Open,High,Low,Close,Volume
2021-10-01 02:00:00,37898.99,38088.19,37439.17,37734.81,11069198.0133616
2021-10-01 06:00:00,37738.61,38747.01,37580.38,38721.39,14083523.4448188
2021-10-01 10:00:00,38728.41,41290.49,38704.19,41018.3,46400989.0661478
2021-10-01 14:00:00,41021.4,41320.0,40295.29,40791.55,33707600.8355456
2021-10-01 18:00:00,40800.0,41500.0,40704.7,41411.53,23247090.204943
2021-10-01 22:00:00,41425.0,41784.72,41153.78,41496.51,11482391.84462186
2021-10-02 02:00:00,41509.16,41572.52,40931.87,41000.82,7561144.8185729
2021-10-02 06:00:00,40991.73,41318.24,40912.93,41161.68,7972771.8640625
2021-10-02 10:00:00,41160.43,41292.86,40950.03,41109.51,9100221.7941742
2021-10-02 14:00:00,41114.93,41636.0,41054.16,41204.07,12182777.1018455
2021-10-02 18:00:00,41204.04,41500.0,40983.45,41488.73,10839371.491751
2021-10-02 22:00:00,41486.32,41566.32,40900.0,40942.41,8280499.4890724
2021-10-03 02:00:00,40963.47,41253.29,40485.36,41201.02,11009389.2937688
2021-10-03 06:00:00,41206.58,41399.58,41120.21,41227.47,6004841.9408528
2021-10-03 10:00:00,41227.64,41307.94,41037.57,41252.85,9531529.4204315
2021-10-03 14:00:00,41256.95,41481.66,41173.55,41246.49,7790444.4657962
2021-10-03 18:00:00,41246.48,42345.81,41212.2,41987.64,13968574.53966069
2021-10-03 22:00:00,41990.92,42027.24,40955.11,41420.67,10956629.7310192
2021-10-04 02:00:00,41420.62,41479.16,40723.81,40829.5,10771766.1183769
2021-10-04 06:00:00,40828.14,41185.17,40644.13,41183.12,9068930.1136381
2021-10-04 10:00:00,41178.99,41281.19,40744.34,40884.22,8808768.0159122
2021-10-04 14:00:00,40887.84,41563.54,40384.17,41110.34,18017502.6819255
2021-10-04 18:00:00,41105.83,42506.32,41054.46,42299.99,22276857.5259543
2021-10-04 22:00:00,42300.0,42493.94,41808.68,42304.47,13491352.7275326
2021-10-05 02:00:00,42307.16,42776.87,42162.3,42380.35,11852508.1432613
2021-10-05 06:00:00,42381.13,42758.09,42206.9,42608.43,8632357.7809374
2021-10-05 10:00:00,42613.03,43356.8,42534.03,42958.84,17713298.2141514
2021-10-05 14:00:00,42952.25,43411.4,42760.32,42898.62,15224266.472805
2021-10-05 18:00:00,42899.01,44250.0,42786.57,44095.65,16088240.6802796
2021-10-05 22:00:00,44104.13,44670.86,44012.95,44143.2,14545357.2465913
2021-10-06 02:00:00,44154.21,44279.31,43671.14,44217.16,9618709.9071645
2021-10-06 06:00:00,44213.14,44482.78,43926.45,44260.73,14485498.9175285
2021-10-06 10:00:00,44261.92,44449.0,43384.0,44313.56,24826452.6221197
2021-10-06 14:00:00,44311.42,47707.82,44282.82,47371.36,48825899.89024993
2021-10-06 18:00:00,47361.92,47406.57,46680.7,47214.0,18056526.2165975
2021-10-06 22:00:00,47214.0,47790.11,46950.0,47454.52,14773022.07007624
2021-10-07 02:00:00,47455.22,47469.68,46370.3,47066.33,15341501.505348
2021-10-07 06:00:00,47058.5,47408.62,46585.07,47014.49,14731650.5381955
2021-10-07 10:00:00,47022.93,47041.12,46194.08,46602.13,23616288.2968648
2021-10-07 14:00:00,46596.49,46940.06,45765.62,46243.36,30989314.6003384
2021-10-07 18:00:00,46243.98,46568.2,45798.0,46180.61,18256620.2766437
2021-10-07 22:00:00,46180.61,46846.15,45981.85,46113.01,13272869.2820666
2021-10-08 02:00:00,46113.01,46647.08,46042.79,46134.25,7900168.2919742
2021-10-08 06:00:00,46126.88,47141.88,45975.61,46998.98,14137359.8124145
2021-10-08 10:00:00,46998.99,48035.42,46943.82,47379.15,26812127.25963066
2021-10-08 14:00:00,47380.95,47433.02,46359.9,46592.7,35158926.3569407
2021-10-08 18:00:00,46589.71,46955.92,46340.86,46938.21,13816913.5791515
2021-10-08 22:00:00,46936.15,47008.88,46178.06,46329.72,16133479.0786751
2021-10-09 02:00:00,46328.59,46969.58,46084.87,46874.18,7080756.4150776
2021-10-09 06:00:00,46866.16,47330.0,46715.96,47154.99,9376777.1890296
2021-10-09 10:00:00,47155.0,47500.0,46800.01,47046.02,17293344.2679909
2021-10-09 14:00:00,47050.35,47650.0,47050.35,47274.03,11866102.477194
2021-10-09 18:00:00,47277.92,47400.47,46973.73,47016.64,8475742.6288626
2021-10-09 22:00:00,47007.37,47446.67,46744.94,47283.35,5810079.7153738
2021-10-10 02:00:00,47283.35,47499.67,46592.43,47401.76,9548003.6353467
2021-10-10 06:00:00,47426.54,48271.33,47245.61,47925.0,16974150.77439056
2021-10-10 10:00:00,47933.37,48143.0,47130.02,47529.02,17145623.5101479
2021-10-10 14:00:00,47524.47,47941.68,47135.15,47794.75,10757150.7258015
2021-10-10 18:00:00,47794.24,47959.21,47517.24,47907.01,9631814.9558784
2021-10-10 22:00:00,47903.11,48806.18,47050.76,47321.16,23868427.47239539
2021-10-11 02:00:00,47309.11,49094.95,47118.56,48903.11,14186551.7058936
2021-10-11 06:00:00,48900.5,49366.09,48605.63,49137.93,16471824.08900588
2021-10-11 10:00:00,49137.93,49210.86,48352.47,48818.71,18186580.4831659
2021-10-11 14:00:00,48823.63,49884.12,48589.25,49744.79,20729435.72672329
2021-10-11 18:00:00,49744.78,50073.84,49484.21,49806.5,18248093.00497076
2021-10-11 22:00:00,49803.73,49849.72,49220.0,49822.04,13933181.2412942
2021-10-12 02:00:00,49822.03,49822.03,48931.3,49208.36,13626197.2705115
2021-10-12 06:00:00,49212.71,50020.72,49079.32,49752.43,14627180.3702599
2021-10-12 10:00:00,49754.05,49978.12,49180.48,49673.72,17170046.2945737
2021-10-12 14:00:00,49669.85,49870.98,48664.72,48904.52,25542523.7742971
2021-10-12 18:00:00,48901.5,48964.05,47957.0,48070.38,21484936.3762873
2021-10-12 22:00:00,48070.38,49125.18,46800.0,48695.75,18147058.4757859
2021-10-13 02:00:00,48672.96,49179.58,48525.23,48908.02,7461851.9605247
2021-10-13 06:00:00,48911.07,48984.96,47436.57,47477.25,16502945.9144296
2021-10-13 10:00:00,47476.43,48075.22,47163.39,47948.43,19727962.3528532
2021-10-13 14:00:00,47947.28,48972.74,47325.99,48735.09,18350941.5321434
2021-10-13 18:00:00,48739.23,49623.44,48666.49,49548.79,17067953.934434
2021-10-13 22:00:00,49548.62,49843.76,48994.99,49469.32,12295131.7811571
